drug_cui|name
C3652503|meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated
C0907349|nelarabine
C3653095|proscillaridin, combinations
C3652930|avocado and soyabean oil, unsaponifiables
C0017226|Gefarnate
C0123047|ibudilast
C0216231|sargramostim
C0051607|amineptin
C3653105|prilocaine, combinations
C0025611|methamphetamine
C3871446|lamivudine / tenofovir disoproxil
C0813205|Suramin Sodium
C0071626|polynoxylin
C3652704|tiemonium iodide and analgesics
C4519728|vestronidase alfa
C0057720|diamthazole
C0041037|trimetazidine
C0000946|acebutolol
C2699134|cefcapene
C3653210|propyphenazone, combinations excl. psycholeptics
C0025241|melphalan
C3700396|radium (223Ra) dichloride
C0070034|pantethine
C0218986|aldesleukin
C0055147|cetirizine
C0031977|piracetam
C1510448|phenyramidol
C0020259|hydrochloric acid
C0031430|phenolsulfonphthalein
C0009008|clomiphene
C0064870|levocabastine
C3652953|methylprednisolone and antiinfectives
C0030071|oxymetazoline
C3652428|famotidine, combinations
C2928684|bismuth subcitrate / metronidazole / tetracycline
C0015827|fenfluramine
C0015824|fendiline
C3539881|gamma-interferon
C0038742|sulfinpyrazone
C0028156|nitrofurantoin
C0054340|acrivastine
C4762758|latanoprost / netarsudil
C3539960|Other intestinal adsorbent combinations in ATC
C4519428|enasidenib
C0025688|methoxyflurane
C3653243|methocarbamol, combinations with psycholeptics
C0007562|cefuroxime
C0051241|aprobarbital
C0034403|quinacrine
C3652952|methylscopolamine and psycholeptics
C3653138|triamcinolone and antiinfectives
C0243449|quifenadine
C0063841|iproclozide
C0054672|carbinoxamine
C0070166|clopidogrel
C0009170|cocaine
C3652945|2-(4-chlorphenoxy)-ethanol
C0011279|nordazepam
C3652958|labetalol and other diuretics
C0050409|acemetacin
C0064088|isothipendyl
C0060583|flupirtine
C0038807|sulthiame
C0052585|sparfloxacin
C3652732|norgestrel and ethinylestradiol
C0003166|anthralin
C4301606|bisoprolol and acetylsalicylic acid
C3536924|selenium compounds
C1998431|ammonia N-13
C3653073|trospium and analgesics
C5432214|tazarotene and ulobetasol
C0068922|nomegestrol
C0257190|ivabradine
C0025417|mercuric chloride
C3653214|aminophenazone, combinations excl. psycholeptics
C0008241|proguanil
C3652894|fluorescein, combinations
C0041038|trimethadione
C0008992|clobetasol
C3652875|ethosuximide, combinations
C0030350|papaverine
C0006864|Cannabinoids
C0650160|iocetamic acid
C0013547|econazole
C0055964|cloxazolam
C0015039|ethoglucid
C3653232|picodralazine and diuretics, combinations with psycholeptics
C0376160|zuclopenthixol
C0025217|Melarsoprol
C0065967|meprednisone
C0650171|cycloguanil embonate
C0903411|tafenoquine
C3653237|pertussis, purified antigen, combinations with toxoids
C3652778|diprophylline and adrenergics
C0939216|abacavir / lamivudine / zidovudine
C4059167|emtricitabine / tenofovir alafenamide
C0028356|norethindrone
C0010620|cyproheptadine
C0077379|tromantadine
C1569608|varenicline
C0007735|cephalothin
C0913506|prucalopride
C0020934|imipramine
C0025729|methylcellulose
C3653151|dihydroergocristine, combinations
C0039736|thalidomide
C0061851|ondansetron
C0148398|vinburnine
C0033497|propranolol
C0057218|deaminooxytocin
C0002600|amitriptyline
C3536997|senega
C1873633|lisdexamfetamine
C0063252|desflurane
C3653273|acetylsalicylic acid, combinations with psycholeptics
C4542172|mepyramine theophyllinacetate
C0677814|AMOXICILLIN/CLARITHROMYCIN/OMEPRAZOLE
C0770704|mumps immunoglobulin
C4691336|Patent Blue
C0046100|octinoxate
C0010582|cyclopentolate
C0004969|bencyclane
C0068788|nitazoxanide
C0054259|butoconazole
C2604206|drospirenone / ethinyl estradiol
C0003993|asparaginase
C0164678|vapreotide
C3653113|tixocortol, combinations
C0014025|enalapril
C0005320|betaxolol
C0525227|brimonidine
C0005098|benztropine
C0379200|ibandronic acid
C0072151|promestriene
C4482910|meropenem / vaborbactam
C0016986|gallopamil
C5783058|levothyroxine sodium and iodine compounds
C0072732|pyrisuccideanol
C0289313|rosiglitazone
C5139924|efgartigimod alfa
C2348241|alcaftadine
C0063268|ibuproxam
C3653204|bucetin, combinations excl. psycholeptics
C2928856|tetracycline and oleandomycin
C2983945|ozenoxacin
C3652432|flumetasone and antiseptics
C3652615|permethrin, combinations
C0128603|mivacurium chloride
C0772481|tibezonium iodide
C0074493|sibutramine
C3653135|combinations of electrolytes
C0123043|ibopamine
C0981916|insect allergenic extract
C0051519|aluminum phosphate
C4519575|glecaprevir / pibrentasvir
C0011015|daunorubicin
C0073547|rociverine
C4050579|sebelipase alfa
C3652616|pentetrazol, combinations
C0031965|pipobroman
C5227823|atorvastatin and omega-3 fatty acids
C0065696|mannosulfan
C5577550|nivolumab / relatlimab
C0012010|diazepam
C2194257|estrogens / testosterone
C0137757|policresulen
C0007077|carbromal
C0011064|deanol
C0061078|gamma-linolenic acid
C1144403|oritavancin
C2347566|casopitant
C0058518|dixyrazine
C3858051|ledipasvir / sofosbuvir
C0031376|phenazocine
C0065183|lorcainide
C3653045|benazepril and diuretics
C0080719|efaproxiral
C0288495|proxibarbal
C3652967|hydrochlorothiazide and potassium-sparing agents
C0035891|roxithromycin
C0060196|fenquizone
C0004960|Bemegride
C0037707|sotalol
C3652779|dienogest and estrogen
C0795661|ROTAVIRUS VACCINE, LIVE
C0043934|1,3-diiodo-2-propanol
C2987648|afatinib
C0027329|nafronyl
C0005035|benzbromarone
C2351042|besifloxacin
C3653176|benzethonium chloride, combinations
C0063829|ioxilan
C3652481|encephalitis, tick borne, inactivated, whole virus
C0002586|aminopyrine
C4524320|trilaciclib
C3652924|bisoprolol and thiazides
C0063827|iotroxic acid
C1260208|laquinimod
C0039832|thiabendazole
C0066624|gepirone
C0358708|salbutamol and sodium cromoglicate
C1142933|Rimonabant
C3871424|acetylsalicylic acid, combinations with proton pump inhibitors
C3652574|Ginkgo folium
C0066774|mofebutazone
C0017245|gemfibrozil
C3652446|Iron Oxide Nanoparticles
C3652886|carteolol, combinations
C3653256|dihydralazine and diuretics, combinations with other drugs
C0024027|lovastatin
C0074757|sodium phosphate
C3652455|etynodiol and estrogen
C0053791|bismuth subnitrate
C0041056|trimipramine
C0025605|methadone
C0056039|cobamamide
C0050451|acetohydroxamic acid
C0033056|feprazone
C2934004|fosdenopterin
C0995188|cetuximab
C0053947|bornaprine
C0063912|isoaminile
C0103049|amlexanox
C0005100|benzyl alcohol
C3540026|Hepatitis vaccine combinations
C0062648|hexamidine
C3859426|antihemophilic factor, porcine B-domain truncated recombinant
C1112096|desogestrel / ethinyl estradiol
C3653007|bisoprolol and amlodipine
C0002711|amyl nitrite
C0027999|nialamide
C0256089|quinagolide
C0303677|Xenon-127
C0082286|dehydroemetine
C3652744|metformin and vildagliptin
C3652903|betamethasone and mydriatics
C3653053|prednisolone and antiseptics
C0068006|miltefosine
C3656970|gallium GA-68 gozetotide
C0058425|dipropizine
C0349918|Ceratonia antidiarrheal drug
C3539977|Calcium antacid compound combinations
C0030873|pentazocine
C3899973|idecabtagene vicleucel
C0060201|fentiazac
C0301336|aminosalicylic sodium
C0208926|polyplatillen
C3652803|artenimol and piperaquine
C0246330|tolcapone
C3871465|atorvastatin, acetylsalicylic acid and ramipril
C4079854|duvelisib
C0075539|sulfathiourea
C5211090|amoxicillin / omeprazole / rifabutin
C5783052|dapsone and rifampicin
C0050558|acipimox
C0063105|hydrotalcite
C2718773|canakinumab
C3871453|Dasiprotimut-T
C0038702|sulfanilamide
C3653266|carisoprodol, combinations with psycholeptics
C0025405|tiopronin
C0209389|Indium 111In-satumomab pendetide
C0040976|trientine
C3652554|iodine/octylphenoxypolyglycolether
C0058199|dimethacrine
C0137904|polystyrene sulfonate
C3652586|Technetium (99mTc) medronic acid
C3652785|megestrol and estrogen
C0007445|Cation Exchange Resins
C0011705|desonide
C0754011|abiraterone
C3652753|iron, vitamin B12 and folic acid
C3652820|nystatin, combinations
C3652980|dexamethasone and antibiotics
C2828299|artenimol
C0028008|nicergoline
C0795712|Oxedrine
C3652550|perflutren, phospholipid microspheres
C0005821|Blood Platelets
C3652943|Cimicifugae rhizoma
C0016610|fosfomycin
C3652621|iodine (131I) norcholesterol
C0039468|temazepam
C0028403|octopamine
C3653164|bupivacaine, combinations
C2825622|fimasartan
C0672708|vorinostat
C3700391|technetium (99mTc) etarfolatide
C0759933|eletriptan
C0065656|manidipine
C0045093|gemcitabine
C0055477|lornoxicam
C3652502|meningococcus B, multicomponent vaccine
C0813171|St. John's wort extract
C0008996|clofazimine
C0052762|azelastine
C0016368|fluphenazine
C3652690|ferric acetyl transferrin
C3652437|methylprednisolone, combinations
C3871438|nebivolol and amlodipine
C3886073|lesinurad
C4508522|evinacumab
C3652573|Hederae helicis folium
C0028073|nifurtimox
C1828393|Sodium iodide (124-I)
C0062664|hexapropymate
C1870115|silodosin
C3653054|prednisolone and antiinfectives
C3489575|sennosides, USP
C0017797|glutamine
C0063076|hydrocortisone probutate
C0035633|rimiterol
C0029276|ornipressin
C0025033|mechlorethamine
C0065895|meladrazine
C0007299|carteolol
C0033223|procarbazine
C0066837|moxonidine
C4059170|Begelomab
C3652608|peginterferon alfa-2b, combinations
C3652991|desonide and antiseptics
C0014912|estradiol
C0031923|pilocarpine
C0356357|Bephenium
C0025503|mesterolone
C0000402|Meglutol
C4330903|osilodrostat
C0055711|ciclopirox
C3653104|procaine, combinations
C0065870|mefenorex
C0079856|moricizine
C0149368|zinc acetate
C0012125|dicyclomine
C3652711|sotalol and thiazides
C3653187|acetyldigoxin, combinations
C0019468|hexetidine
C0060236|ferric hydroxide
C0033051|Prenalterol
C0033473|propiomazine
C4542173|metformin and evogliptin
C0085173|terfenadine
C3652877|eritrityl tetranitrate, combinations
C3653277|mold fungus and yeast fungus allergenic extracts
C0076126|terodiline
C2713522|Corifollitropin alfa
C3652996|butylscopolamine and analgesics
C3652457|cyproterone and estrogen
C3652674|s-atenolol
C0006979|carbenoxolone
C3652905|betamethasone and antibiotics
C5227411|belantamab mafodotin
C0035158|Batroxobin
C3653268|bucetin, combinations with psycholeptics
C5242455|dostarlimab
C3696416|sucroferric oxyhydroxide
C0002937|anethole trithione
C0014277|enflurane
C4301620|methacetin (13C)
C3652921|bufylline
C0072828|quazepam
C0002006|aldosterone
C0036442|scopolamine
C3652578|vitamin A concentrates
C0073631|ketorolac
C1698215|regadenoson
C3653119|hyaluronic acid, combinations
C0075928|Technetium Tc 99m Dimercaptosuccinic Acid
C3871461|brinzolamide, combinations
C1377670|melitracen
C3529928|pitolisant
C0054568|camylofine
C3653099|indometacin, combinations
C0164608|quinethazone
C3539969|Specific immunoglobulin combinations
C1435749|melphalan flufenamide
C0114873|doxazosin
C0249458|valacyclovir
C3652889|oxyphencyclimine and psycholeptics
C3652970|fluocinonide and antibiotics
C0029274|ornidazole
C0076034|tedisamil
C4317304|Indium In-111 myoscint
C3652697|etallobarbital
C0030123|4-aminohippuric acid
C0070592|phensuximide
C4301614|Empegfilgrastim
C4301623|metoprolol and ivabradine
C3652687|ferrous iodine
C3653258|contact laxatives in combination with belladonna alkaloids
C0142890|sodium monofluorophosphate
C2146454|sulfametrole / trimethoprim
C0002132|allobarbital
C0029983|oxacillin
C0008328|cholecystokinin
C0012390|dimethindene
C0304961|cyanocobalamin Co57
C0057258|deflazacort
C0012525|diphenoxylate
C3653052|pinacidil and diuretics
C0043611|tiludronic acid
C3871454|cobicistat / darunavir
C3652809|tegafur, combinations
C0006711|calcium phosphate
C0014892|estazolam
C3652649|technetium (99mTc) antigranulocyte antibody
C3653158|dantron, incl. combinations
C1508750|alvimopan
C0014921|estramustine
C3653242|opium alkaloids with morphine
C3652442|antiinfectives, combinations
C0069753|oxeladin
C3658013|insulin degludec, insulin aspart drug combination
C3700398|nomegestrol and estrogen
C0040180|tiapride
C0005321|Betazole
C1827180|lamivudine / nevirapine / zidovudine
C0724441|yohimbine
C3652969|furosemide and potassium-sparing agents
C0025446|mersalyl
C0717900|magnesium lactate
C0041536|ubidecarenone
C0042105|ursodiol
C0020316|hydroxocobalamin
C0304866|Insulin, Beef
C1703334|retapamulin
C3541367|levomilnacipran
C0068881|nitroxoline
C3652566|fluorocarbon blood substitutes
C0041044|Trimethoprim-Sulfamethoxazole Combination
C0063806|ioglicic acid
C3652906|phenylephrine, combinations
C0062923|homatropine methylbromide
C3652507|meningococcus A, purified polysaccharides antigen
C3652933|Artesunate- and mefloquine-containing product
C4045493|rociletinib
C0717539|calcium acetate / magnesium carbonate
C0055573|choline salicylate
C0042754|virginiamycin
C0053117|bentazepam
C0058056|dihydrocodeine
C5139729|diroximel fumarate
C0076096|tenoxicam
C3700406|encephalitis, Japanese, live attenuated
C0038774|sulfur
C3700397|perindopril, amlodipine and indapamide
C0028351|norepinephrine
C0059506|erdosteine
C0059772|ethyl loflazepate
C0025497|mesoridazine
C3653191|codeine, combinations excl. psycholeptics
C0029112|opium
C0053526|bethanechol
C0055004|cefetamet
C3653072|tropenzilone and analgesics
C3652595|fluperolone
C0048365|domiodol
C0078811|zipeprol
C0771147|amezinium methyl sulfate
C3652587|technetium (99mTc) human albumin
C2725260|eslicarbazepine
C0030077|oxypertine
C3653179|articaine, combinations
C3652662|dihydroxialumini sodium carbonate
C0043668|doxercalciferol
C0051156|alginic acid
C0963398|tenofovir disoproxil
C0006400|bupivacaine
C0052416|arsenic trioxide
C3539110|house dust mites (allergen extract)
C0908935|desloratadine
C3653255|dipyrocetyl, combinations with psycholeptics
C0011816|dextromethorphan
C5783054|dimenhydrinate, combinations
C1880288|desvenlafaxine
C3652891|metipranolol and thiazides, combinations
C0025381|mephenytoin
C3652957|magaldrate and antiflatulents
C3652856|loperamide, combinations
C0050559|acitretin
C2983876|Amenamevir
C3653023|valsartan and diuretics
C0907850|ciclesonide
C0038633|sucralfate
C5432212|ramipril and bisoprolol
C0068333|nabilone
C3541379|lysozyme
C4730996|clascoterone
C0915142|parecoxib
C0175159|emylcamate
C0023726|lincomycin
C0052752|azapetine
C3652981|ciclonium and analgesics
C3652888|reproterol and sodium cromoglicate
C3653250|haemophilus influenzae B, combinations with meningococcus C, conjugated
C0078849|zotepine
C0025132|medigoxin
C0246421|letrozole
C3653220|tetanus toxoid, combinations with diphtheria toxoid
C0064263|emedastine
C0004718|bamethan
C0016282|flufenamic acid
C0031990|piroxicam
C0596004|hyoscyamine
C3652987|opium derivatives and mucolytics
C0077857|urapidil
C3652570|cobalt (58Co) cyanocobalamine
C0025840|methyprylon
C0007554|cefotaxime
C1532737|ezetimibe / simvastatin
C0002641|amodiaquine
C3652650|iodine iolopride (123I)
C0003143|antazoline
C0164835|cinolazepam
C3652694|Ethyl hydroxybenzoate
C0066042|metadoxine
C0012145|dienestrol
C0019469|hexobarbital
C0002575|aminophylline
C3653180|ampicillin, combinations
C0022034|iothalamic acid
C3539125|other medicated shampoos in ATC
C3871460|cefepime and amikacin
C4309207|lusutrombopag
C3652840|xylometazoline, combinations
C0004975|bendroflumethiazide
C0282386|levofloxacin
C0053533|bevonium
C5432211|""
C3653087|clomethiazole, combinations
C3653144|dithranol, combinations
C0025147|medroxyprogesterone
C0050844|adinazolam
C0909381|valganciclovir
C0006644|caffeine
C3653177|attapulgite, combinations
C3652959|isoprenaline and other drugs for obstructive airway diseases
C0052761|azelaic acid
C3652992|clobetasone and antiinfectives
C0352536|hydrocortisone butyrate
C0109002|methsuximide
C0163025|piperidolate
C0005330|bezafibrate
C0006931|capsaicin
C4542191|cefoperazone and beta-lactamase inhibitor
C4727016|sutimlimab
C0036071|salicylamide
C0008793|cinchophen
C4542193|ceftazidime and beta-lactamase inhibitor
C3871444|lansoprazole, clarithromycin and tinidazole
C1174893|levocetirizine
C3652618|tetryzoline, combinations
C0011522|deoxyribonucleases
C0059867|etofamide
C3652934|Apronal
C2828290|delafloxacin
C0073560|rokitamycin
C4721945|perflutren, human albumin microspheres
C2987429|teprotumumab
C3652449|mercuric amidochloride
C0301407|talbutal
C0034235|pyrantel
C1664205|bedaquiline
C0937950|darbepoetin alfa
C3652549|mineral salts in combination
C0038700|sulfamoxole
C0637887|antimony pentasulfide
C0042646|vidarabine
C0025853|metoclopramide
C0537894|caspofungin
C3652654|indium (111In) antiovariumcarcinoma antibody
C3652496|haemophilus influenzae B, purified antigen conjugated
C0060130|febarbamate
C0034414|quinidine
C0699817|interferon alfa-n1
C5432210|mometasone, combinations
C3652590|diphtheria-rubella-tetanus
C0642440|tuaminoheptane
C3652623|technetium (99mTc) antimelanoma antibody
C4283710|eteplirsen
C0039840|thiamine
C0053105|benfluorex
C0038706|Sulfaphenazole
C5206403|ibrexafungerp
C0055938|clorexolone
C0771436|tenonitrozole
C4301628|sotalol and acetylsalicylic acid
C0211011|ziconotide
C3653106|prenylamine, combinations
C0759032|pleconaril
C0388753|tolterodine
C3871425|trifluridine, combinations
C3653084|pyrethrum, combinations
C0076664|tiemonium iodide
C0053091|benazepril
C3652557|influenza, inactivated, whole virus
C0028193|nitroprusside
C0019471|hexobendine
C3652915|diphtheria-hepatitis B-tetanus
C0068955|theodrenaline
C0068738|nifenazone
C0058193|dimemorfan
C3179929|peginesatide
C0012319|dihydrotachysterol
C3652635|technetium (99mTc) stannous agent labelled cells
C0059469|eprazinone
C0077377|trolnitrate
C3652444|meningococcus C, purified polysaccharides antigen conjugated
C0042682|vindesine
C0031441|phenoxybenzamine
C0063584|inositol niacinate
C0914729|almotriptan
C0872916|xenon-133
C0019435|hexachlorophene
C4293375|insulin glargine / lixisenatide
C0218633|molgramostim
C3652535|organo-heparinoid
C3652524|typhoid, oral, live attenuated
C0076803|tolonidine
C0146224|topotecan
C3653093|troxerutin, combinations
C0287721|grepafloxacin
C0016366|fluoxymesterone
C2699951|tioxolone
C0354652|nicofuranose
C4059159|salmeterol and budesonide
C0065527|magnesium phosphate
C4733494|naxitamab
C0015046|ethotoin
C0055146|cetiedil
C4508938|oliceridine
C3653122|cromoglicic acid, combinations
C0011710|desoxycorticosterone
C3540722|Beta-lactamase sensitive penicillin combinations
C3273576|diphenhydramine methylbromide
C0071081|pinaverium
C0051252|aloglutamol
C0059862|etizolam
C3700393|Serelaxin
C0059471|eprozinol
C0288792|tazarotene
C0541153|fropenem
C3653199|carbasalate calcium combinations excl. psycholeptics
C3871435|ofloxacin and ornidazole
C0064568|lacidipine
C0073591|rosoxacin
C0017642|glipizide
C0029995|oxandrolone
C1828451|albuterol, beclomethasone drug combinations
C0939230|estradiol / medroxyprogesterone
C0060389|finasteride
C3652767|fluorometholone and antibiotics
C0056732|cyclobenzaprine
C2713599|motavizumab
C0007560|ceftizoxime
C0032896|practolol
C0062941|omacetaxine mepesuccinate
C0051080|alanylglutamine
C3652520|poliomyelitis oral, trivalent, live attenuated
C0359620|codeine / ibuprofen
C0117881|flomoxef
C0008293|chlortetracycline
C3653189|Alipogene tiparvovec
C0033493|propoxyphene
C0031392|phenelzine
C0000948|aceclidine
C3652628|quinethazone and potassium
C3536917|Mercury Compounds
C1611088|calcium carbimide
C3652564|ispaghula (psylla seeds)
C0071968|pridinol
C0961965|metreleptin
C0085208|bupropion
C0376892|polihexanide
C0055869|clebopride
C0057846|dichlorobenzyl alcohol
C0023754|linseed oil
C0021547|inositol
C0041213|trypan blue
C3652907|hydrocortisone and antiinfectives
C0086160|dihydroergocryptine mesylate
C3653208|dipyrocetyl, combinations excl. psycholeptics
C3653019|ambutonium and psycholeptics
C0005116|bepridil
C0771771|leptospira vaccines
C0624744|3,3-diethyl-2,4-dioxopiperidine
C0065162|lomefloxacin
C5783057|foslevodopa and decarboxylase inhibitor
C0055011|cefpodoxime
C3652627|technetium (99mTc) technegas
C4305843|lumateperone
C0038681|sulfaguanidine
C0003639|aprindine
C0292819|fomivirsen
C3653145|disulfiram, combinations
C0077071|triclabendazole
C0772056|benproperine
C0006044|Botulinum Antitoxin
C0031953|pipemidic acid
C3652594|Chloralodol
C4519734|bimekizumab
C3652854|macrogol, combinations
C0026234|plicamycin
C0044955|prednylidene
C3653133|combinations of levothyroxine and liothyronine
C0055013|ceftezole
C0053122|bentiromide
C0039623|tetrabenazine
C3886731|sonidegib
C0610174|clefamide
C0076714|tipepidine
C0076890|tramazoline
C0053067|beclamide
C0032838|potassium permanganate
C4301612|dihydrocodeine and acetylsalicylic acid
C3652686|ferrous tartrate
C0136123|perindopril
C0071774|potassium perchlorate
C1138226|favipiravir
C0022419|josamycin
C0011685|desipramine
C1445625|Recombinant human bone morphogenetic protein 7
C0042874|vitamin E
C0060203|fenticonazole
C1695579|alglucosidase alfa
C0526513|dalfopristin / quinupristin
C0013089|doxorubicin
C0717768|ferrous sulfate / folic acid
C3652483|gold (198Au) colloidal
C1876200|tesamorelin
C3652539|triticum (wheat fibre)
C0526510|aspirin / codeine
C0360172|mepenzolate
C5196218|cilastatin / imipenem / relebactam
C4033633|ivacaftor / lumacaftor
C0028420|nortriptyline
C4301622|metoprolol and amlodipine
C0666513|perflenapent
C0031432|phenoperidine
C0040899|trichlormethiazide
C1702776|paclitaxel poliglumex
C3652438|tropicamide, combinations
C2347007|bibenzonium bromide
C0075501|sulbutiamine
C0083381|meloxicam
C3540723|Insulins and analogs for injection, fast-acting combinations
C0051149|alfibrate
C0030040|oxprenolol
C0015021|ethionamide
C0071069|pimethixene
C3653234|phenazone, combinations with psycholeptics
C0017508|gestronol
C3652519|poliomyelitis oral, monovalent, live attenuated
C3700404|formoterol and beclometasone
C5577412|norfloxacin and metronidazole
C0017718|glucosamine
C4080009|vonoprazan
C0036085|Saline Solution, Hypertonic
C0304999|iodohippurate I123 sodium
C0062740|histamine phosphate
C0054195|bucetin
C0061964|guanoclor
C3653024|prazosin and diuretics
C3652706|thyroid gland preparations
C0012086|dichlorphenamide
C1721339|bremelanotide
C0028009|Niceritrol
C0028094|nimodipine
C3653267|carbenoxolone, combinations with psycholeptics
C3653226|reserpine and diuretics, combinations with other drugs
C3700389|vilanterol and fluticasone furoate
C3653085|pseudoephedrine, combinations
C3652435|bietaserpine and diuretics
C3652735|nomegestrol and estradiol
C0360518|clobetasone
C3652818|orciprenaline, combinations
C5139820|Beinaglutide
C1532221|diphtheria-poliomyelitis-tetanus
C0028005|nicardipine
C0006230|bromocriptine
C0070585|phenothrin
C3653092|trypsin, combinations
C3652937|alendronic acid, calcium and colecalciferol, sequential
C0036579|selegiline
C0206255|Malaria Vaccines
C2733073|aliskiren / valsartan
C0059868|etofenamate
C0443681|pertussis immunoglobulin
C3653059|ramipril and diuretics
C5139868|dasiglucagon
C0071808|pralidoxime
C0003524|apazone
C4279595|setmelanotide
C0770544|Aluminum nicotinate
C0016875|fusidic acid
C0771650|Ritiometan
C0243666|ranimustine
C0025681|methoxamine
C0074714|sobrerol
C3653017|altizide and potassium-sparing agents
C0020336|hydroxychloroquine
C0075614|sulglicotide
C1516119|sorafenib
C4682392|umbralisib
C0301343|Glycobiarsol
C0060692|fosfestrol
C0019497|hexylresorcinol
C0055739|cinepazet
C0065175|lonidamine
C0025741|methyldopa
C1831731|bosutinib
C0055930|cloperastine
C0032911|praziquantel
C0001268|spectinomycin
C0036002|S-adenosylmethionine
C2744850|tedizolid
C0043339|xenon
C1976853|darunavir and ritonavir
C5244461|lenacapavir
C1831828|talimogene laherparepvec
C1696547|mecasermin rinfabate
C3652951|metolazone and potassium-sparing agents
C0006657|calcifediol
C3661290|faldaprevir
C0054835|carumonam
C0063384|imidazole-2-hydroxybenzoate
C0002699|amsacrine
C1313616|ospemifene
C0907410|telithromycin
C4083151|ublituximab
C4316785|strontium (89Sr) chloride
C5577408|artemisinin and piperaquine
C3871433|perflubutane, phospholipid microspheres
C0003420|antipyrine
C5139876|bulevirtide
C0055939|clorindione
C0053071|befunolol
C0124008|isepamicin
C3652926|bevonium and psycholeptics
C3660913|pentanedioic acid imidazolyl ethanamide
C0064871|levodopa methyl ester
C2586675|choline fenofibrate
C3871468|ciprofloxacin and metronidazole
C3871463|azithromycin, fluconazole and secnidazole
C3653118|hydrochlorothiazide, combinations
C0051696|amlodipine
C1714166|guaiacolsulfonate
C3652707|thioacetazone and isoniazid
C3653130|combinations of sulfonamides
C0056831|cyclothiazide
C3491974|asunaprevir
C0053799|bisoprolol
C0286402|nadifloxacin
C3652812|oxyphenonium, combinations
C0071070|pimexone
C0034301|pyrodifenium bromide
C0543456|histamine dihydrochloride
C3652792|von Willebrand factor and coagulation factor VIII in combination
C0101700|adrafinil
C0071554|polyestradiol phosphate
C0064007|isometheptene
C0076653|tiaprofenic acid
C3652990|diclofenac and antiinfectives
C0076110|terbinafine
C3700403|fluticasone-formoterol
C0057678|diacetylrhein
C1875129|ESTROGENS/MEDROXYPROGESTERONE
C2825247|dipyrocetyl
C0022154|isocarboxazid
C0060696|fotemustine
C3652861|lactic acid producing organisms, combinations
C0013065|dothiepin
C0106291|bifemelane
C2607219|voclosporin
C0055747|cinitapride
C0025912|mianserin
C0085191|Enprostil
C0034272|pyridoxine
C0076705|tioconazole
C0031987|Piromidic Acid
C0039936|thioproperazine
C3541399|tree pollen allergenic extracts
C3652848|mepivacaine, combinations
C3653115|potassium chloride, combinations
C0075007|spirapril
C1321960|measles immunoglobulin
C0001143|aclarubicin
C2929052|emtricitabine / tenofovir disoproxil
C0060405|cefdinir
C0071123|piprozoline
C3652589|technetium (99mTc) etifenin
C0075510|sulfamethomidine
C3653065|stem cells from umbilical cord blood
C0002644|amoxapine
C3652811|oxytetracycline, combinations
C0074727|sodium borate
C3700387|diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus
C0754820|gadoversetamide
C3652837|morphine, combinations
C0602838|bibrocathol
C0055332|chloramine-T
C0038326|Stibophen
C0065185|lormetazepam
C0034417|quinine
C2607750|afamelanotide
C0025887|mexiletine
C0173083|nitisinone
C0065972|mequitazine
C3652528|crataegus glycosides
C0031184|perphenazine
C3652426|ordinary salt combinations
C3540008|various antiinfectives and antiseptics for local oral treatment
C3652724|phenformin and sulfonylureas
C3653188|aceclidine, combinations
C0070975|phthalylsulfathiazole
C0251504|zaleplon
C0026400|molsidomine
C0061996|guar gum
C2827241|lomitapide
C0072866|quingestanol
C0003001|Angiotensin Amide
C1880419|droxypropine
C3652551|reposal
C0772505|dexketoprofen
C0005304|betaine
C2346819|tanezumab
C0108092|calcium alginate
C0010192|cosyntropin
C0134110|ornithine alpha-ketoglutarate
C0772241|levomethadone
C0052945|bamifylline
C3652973|flumetasone and antiinfectives
C3652518|poliomyelitis oral, bivalent, live attenuated
C0056643|cyamemazine
C0014822|Erythropoietin
C0078840|zomepirac
C0033631|Protein Hydrolysates
C0008783|cimetidine
C0718050|sevelamer
C4759127|candesartan, amlodipine and hydrochlorothiazide
C0966107|conivaptan
C0026251|Mitoguazone
C3652529|copper usnate
C4059163|pantoprazole, amoxicillin, clarithromycin and metronidazole
C0055899|clocortolone
C5418443|lumasiran
C0014942|estrone
C0771795|Gadoteric acid
C0771950|fluprednidene
C0058004|difluprednate
C3700408|candesartan and amlodipine
C3652962|hydromorphone and antispasmodics
C4301618|formoterol and glycopyrronium bromide
C0100672|Technetium Tc^99m^ mertiatide (substance)
C3653061|reserpine and diuretics
C0357084|sodium ironedetate
C0060206|fentonium
C1675326|peramivir
C0055903|chlordantoin
C0129022|motretinide
C0215278|policosanol
C3502471|sotagliflozin
C3652806|pravastatin and fenofibrate
C0030883|pentobarbital
C2193892|ethinyl estradiol / lynestrenol
C0304612|diflorasone
C1321984|dibunate
C3652672|staphylococcus immunoglobulin
C3652513|pertussis, inactivated, whole cell
C4519112|velmanase alfa
C3653225|reserpine and diuretics, combinations with psycholeptics
C0040988|trifluperidol
C3652472|magnesium pyridoxal 5-phosphate glutamate
C0031379|phenazopyridine
C0012133|didanosine
C0069772|oxiracetam
C3536914|Calcium Compounds
C0006188|Brinolase
C4740904|emapalumab
C0040374|tolbutamide
