PostingID|Sponsor|StudyTitle|Disorder|Phase|LinkToSponsorStudyRegistry|LinkToClinicalTrials|drug_cui|drug_names
20076|GSK|A Double-blind Comparative Study Comparing Paroxetine b.d. (twice daily) with Fluoxetine b.d. (twice daily) in Geriatric Patients with Major Depression|Depressive Disorder|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=29060/061|nan|[C0070122]|[paroxetine]
20077|GSK|A Multicentre Double Blind Study Comparing Paroxetine at a Dose of 20mg Increasing to 30mg Taken in the Morning and Amitriptyline 75mg Increasing to 150mg in Divided Doses in Adult Patients with Major Depressive Disorder|Depressive Disorder|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=29060/078|nan|[C0070122]|[paroxetine]
20078|GSK|A double blind randomised trial comparing the effects on sleep of paroxetine 30mg daily and amitriptyline 150mg daily in patients with major depression.|Depressive Disorder|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=29060/063|nan|[C0070122]|[paroxetine]
20079|GSK|A double-blind, multicentre study to compare the effectiveness and tolerance of paroxetine versus fluvoxamine in depressed patients|Depressive Disorder|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=29060/112|nan|[C0070122]|[paroxetine]
20080|GSK|A Double-blind Comparative Multicentre Study Comparing Paroxetine b.d. (twice daily) with Fluoxetine b.d. (twice daily) in Depressed Patients|Depressive Disorder|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=29060/064|nan|[C0070122]|[paroxetine]
20081|GSK|A double-blind comparative multicentre study comparing paroxetine b.d. (twice daily) with fluoxetine (Prozac®) b.d. (twice daily) in depressed patients|Depressive Disorder|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=29060/079|nan|[C0070122]|[paroxetine]
20082|GSK|A Multicentre, Double-blind Randomised Dose Titration Study Comparing the Efficacy and Safety Profiles of an Increasing Dose Regimen of Oral Paroxetine and Oral Amitriptyline in Adult Patients with Major Depression|Depressive Disorder|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=29060/073|nan|[C0070122]|[paroxetine]
20083|GSK|A Double-Blind, Multicentre Study in Primary Care Comparing Paroxetine and Clomipramine in Patients with Depression with Associated Anxiety|Depressive Disorder|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=29060/245|nan|[C0070122]|[paroxetine]
20084|GSK|A Double-Blind, Randomized, Multicentre Comparison of Paroxetine and Fluoxetine in the Treatment of Patients With Major Depression With Regard to Antidepressant Efficacy, Tolerance and Anxiolytic Effect|Depressive Disorder|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=29060/131|nan|[C0070122]|[paroxetine]
20085|GSK|The Effects of Paroxetine Versus Those of Maprotiline and Placebo on Fundamental Cognitive Functions, Perceptual-Motor Skills and Eye Movements in Depressed Patients|Depressive Disorder|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=29060/076|nan|[C0070122]|[paroxetine]
20087|GSK|Six-week, parallel, double-blind, randomized comparison of bupropion and trazodone (150-400mg/day) in outpatients|Depressive Disorder|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=89|nan|[C0085208]|[bupropion]
20088|GSK|A Multicenter Evaluation of the Safety and Efficacy of 150mg/day and 300mg/day of Bupropion HCl Sustained-Release Versus Placebo in Depressed Outpatients|Depressive Disorder, Major|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=WELL 203|nan|[C0085208]|[bupropion]
20089|GSK|The Safety and Efficacy of Wellbutrin Sustained Release and Sertraline in Depressed Outpatients|Depressive Disorder, Major|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=Well 209|nan|[C0085208]|[bupropion]
20090|GSK|A multicenter evaluation of the safety and efficacy of two flexible doses of WELLBUTRIN sustained-release versus placebo in depressed outpatients|Depressive Disorder, Major|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=WELL 212|nan|[C0085208]|[bupropion]
20091|GSK|A Multicenter, Double-Blind, Placebo-Controlled Comparison of the Effects on Sexual Functioning of Wellbutrin (Bupropion HCl) Sustained Release and Sertraline in Outpatients with Moderate to Severe Recurrent Major Depression|Depressive Disorder, Major|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=AK1A4002|nan|[C0085208]|[bupropion]
20092|GSK|A Multicenter, Double-Blind, Placebo-Controlled Comparison of the Effects on Sexual Functioning of Wellbutrin (Bupropion HCI) Sustained Release and Sertraline in Outpatients with Moderate to Severe Recurrent Major Depression|Depressive Disorder|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=AK1A4001|nan|[C0085208]|[bupropion]
20093|GSK|A Multicenter, Double-Blind, Placebo-Controlled Comparison of the Safety and Efficacy and Effects on Sexual Functioning of Wellbutrin (Bupropion HCl) Sustained Release (SR) and Fluoxetine in Outpatients with Moderate to Severe Recurrent Major Depression|Depressive Disorder, Major|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=AK1A4007|nan|[C0085208]|[bupropion]
20094|GSK|A multicenter dose-response evaluation of the safety and efficacy of bupropion HCI sustained-release versus placebo in depressed outpatients|Depressive Disorder, Major|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=WELL 205|nan|[C0085208]|[bupropion]
20095|GSK|A Multicenter, Double-Blind, Placebo-Controlled Comparison of the Safety and Efficacy and Effects on Sexual Functioning of Wellbutrin (Bupropion HCl) Sustained Release (SR) and Fluoxetine in Outpatients with Moderate to Severe Recurrent Major Depression|Depressive Disorder, Major|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=AK1A4006|nan|[C0085208]|[bupropion]
20099|GSK|Efficacy and safety of alitretinoin in the treatment of severe chronic hand eczema refractory to topical therapy|Eczema|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=117183|http://clinicaltrials.gov/show/NCT00817063|[C0281666]|[alitretinoin]
20100|GSK|Study 205050: A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study to Investigate the Efficacy and Safety of Mepolizumab Administered Subcutaneously in Subjects with Moderate to Severe Atopic Dermatitis|Dermatitis, Atopic|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=205050|http://clinicaltrials.gov/show/NCT03055195|[C0969324]|[mepolizumab]
20101|GSK|A phase I open-label, dose escalation study to investigate the safety, pharmacokinetics, pharmacodynamics and clinical activity of GSK2816126 in subjects with relapsed/refractory diffuse large B cell lymphoma, transformed follicular lymphoma, other Non-Hodgkin’s lymphomas, solid tumors and multiple myeloma|Neoplasms|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=117208|http://clinicaltrials.gov/show/NCT02082977|[C3660728]|[GSK-2816126]
20102|GSK|A Multi-centre, Randomised, Double-blind, Parallel Active-controlled Study Evaluating the Efficacy, Safety and Tolerability of Bupropion Hydrochloride Extended-release (bupropion XL 300mg once daily), Escitalopram oxalate (escitalopram, 10mg-20mg once daily) in Subjects with Major Depressive Disorder|Depressive Disorder, Major|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=114589|http://clinicaltrials.gov/show/NCT02191397|[C0085208]|[bupropion]
20171|Novartis|A Single Arm, Phase II, Open-Label Study to Determine the Efficacy of 100mg Twice Daily Oral Dosing of Midostaurin Administered to Patients with Aggressive Systemic Mastocytosis or Mast Cell Leukemia with or without an Associated Hematological Clonal Non-Mast Cell Lineage Disease|Mastocytosis|Phase 2|https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=17203|https://www.clinicaltrials.gov/ct2/show/NCT782067?term=CPKC412d2201&rank=1|[C0526371]|[midostaurin]
20173|GSK|An open-label, randomised, single-dose, two-period cross-over study to evaluate bioequivalence of SKF101804 Cefixime 200 mg/5 mL suspension versus Cefixime 200 mg/5 mL suspension reference product in healthy adult participants under fasting conditions|Infections, Bacterial|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=205731|http://clinicaltrials.gov/show/NCT03408392|[C0060400]|[cefixime]
20174|GSK|A 29-day, randomized, double-blinded, placebo-controlled, parallel-group, multi-center study to evaluate the efficacy, safety and pharmacokinetics of three-times weekly dosing of GSK1278863 in hemodialysis-dependent subjects with anemia associated with chronic kidney disease who are switched from a stable dose of an erythropoiesis-stimulating agent|Anaemia|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=204836|http://clinicaltrials.gov/show/NCT02689206|[C4519188]|[daprodustat]
20175|GSK|An eight-week double-blind study comparing the effects of 20 mg of paroxetine to 150 mg of Wellbutrin SR in patients with Major Depressive Disorder|Depressive Disorder, Major|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=AK140016|nan|[C0085208, C0070122]|[bupropion, paroxetine]
20187|Novartis|A phase II, multicenter, single-arm study of oral LDK378 in crizotinib naive adult patients with ALK-activated non-small cell lung cancer|Non-small cell lung carcinoma (NSCLC)|Phase 2|https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=17324|https://www.clinicaltrials.gov/ct2/show/NCT1685138?term=CLDK378A2203&rank=1|[C3818721]|[ceritinib]
20188|Novartis|An open-label, phase II (Proof of Concept) trial of PKC412 monotherapy in patients with acute myeloid leukemia (AML) and patients with high risk myelodysplastic syndrome (MDS).|Myelodysplastic syndrome (MDS)|Phase 2|https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=8663|https://www.clinicaltrials.gov/ct2/show/NCT45942?term=CPKC412A2104&rank=1|[C0526371]|[midostaurin]
20189|Astellas|A randomized, double-blind, factorial, parallel-group, active and placebo-controlled, multicenter dose-ranging study to evaluate the efficacy, safety and tolerability of six dose combinations of Solifenacin Succinate and Mirabegron compared to Mirabegron and Solifenacin Succinate monotherapies in the treatment of overactive bladder|Urinary Bladder, Overactive|Phase 2|https://www.clinicaltrials.astellas.com/study/?pid=178-CL-100|https://clinicaltrials.gov/ct2/show/NCT01340027|[C2983812]|[mirabegron]
20259|Astellas|A randomized, double-blind, parallel-group, active-controlled, multicenter study to evaluate the long-term safety and efficacy of combination of Solifenacin Succinate with Mirabegron compared to Solifenacin Succinate and Mirabegron monotherapy in patients with overactive bladder|Urinary Bladder, Overactive|Phase 3|https://www.clinicaltrials.astellas.com/study/?pid=178-CL-102|https://clinicaltrials.gov/ct2/show/NCT02045862|[C2983812]|[mirabegron]
20260|Astellas|A Phase II, Open-Label, Multi-Center Study to Compare the Pharmacokinetics of Tacrolimus in Stable Pediatric Allograft Recipients Converted from a Prograf® Based Immunosuppressive Regimen to a Tacrolimus Prolonged Release, Advagraf® Based Immunosuppressive Regimen, Including a Long-Term Follow-Up|Prevention of rejection after organ transplant|Phase 2|https://www.clinicaltrials.astellas.com/study/?pid=PMR-EC-1206|https://clinicaltrials.gov/ct2/show/NCT01294020|[C0085149]|[tacrolimus]
20262|Astellas|An Open-Label, Randomized Phase 3 Efficacy Study of ASP8273 vs. Erlotinib or Gefitinib in First-line Treatment of Patients with Stage IIIB/IV Non-small Cell Lung Cancer Tumors with EGFR Activating Mutations|Non-small cell lung cancer|Phase 3|https://www.clinicaltrials.astellas.com/study/?pid=8273-CL-0302|https://clinicaltrials.gov/ct2/show/NCT02588261|[C5237985]|[Naquotinib Mesylate]
20264|Novartis|A 52-week, multicenter, randomized, double-blind study of subcutaneous secukinumab to demonstrate efficacy as assessed by Psoriasis Area and Severity Index at 16 weeks of treatment compared to ustekinumab and to assess long-term safety, tolerability and efficacy in subjects with moderate to severe plaque psoriasis (CLEAR)|Psoriasis|Phase 3|https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=16409|https://www.clinicaltrials.gov/ct2/show/NCT2074982?term=CAIN457A2317&rank=1|[C3179547]|[secukinumab]
20265|Novartis|A 52-week, randomized, double-blind study of secukinumab (300 mg) compared to ustekinumab in subjects with moderate to severe plaque psoriasis|Psoriasis|Phase 3|https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=17439|https://www.clinicaltrials.gov/ct2/show/NCT2826603?term=CAIN457A2326&rank=1|[C3179547]|[secukinumab]
20266|Novartis|A randomized, double-blind, placebo-controlled, multicenter study to demonstrate the efficacy at 16 weeks of secukinumab 150 and 300 mg s.c. and to assess safety, tolerability and long-term efficacy up to 132 weeks in subjects with moderate to severe palmoplantar psoriasis|Psoriasis, Palmoplantar|Phase 3|https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=16828|https://www.clinicaltrials.gov/ct2/show/NCT1806597?term=CAIN457A2312&rank=1|[C3179547]|[secukinumab]
20267|Novartis|A randomized, double-blind, placebo-controlled, multicenter, study to demonstrate the efficacy at 16 weeks of secukinumab 150 and 300 mg s.c. and to assess safety, tolerability and long-term efficacy up to 132 weeks in subjects with moderate to severe nail psoriasis|Psoriasis, nail|Phase 3|https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=16951|https://www.clinicaltrials.gov/ct2/show/NCT1807520?term=CAIN457A2313&rank=1|[C3179547]|[secukinumab]
20269|Astellas|A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in patients with relapsing or locally advanced prostate cancer who are responsive to such therapy|Prostate Cancer|Phase 3|https://www.clinicaltrials.astellas.com/study/?pid=EGD-EC-003|https://clinicaltrials.gov/ct2/show/NCT00378690|[C0700596]|[leuprolide acetate]
20270|Astellas|An Open-Label, Long-Term Extension, Multi-center, Sequential Dose Titration Study to Assess Safety and Efficacy of Solifenacin Succinate Suspension in Pediatric Subjects with Overactive Bladder (OAB)|Urinary Bladder, Overactive|Phase 3|https://www.clinicaltrials.astellas.com/study/?pid=905-CL-077|https://clinicaltrials.gov/ct2/show/NCT01655069|[C1509436]|[solifenacin succinate]
20271|Astellas|A randomized, double-blind, parallel-group, placebo- and active- controlled, multicenter study to evaluate the efficacy, safety and tolerability of combinations of Solifenacin Succinate and Mirabegron compared to Solifenacin Succinate and Mirabegron monotherapy in the treatment of overactive bladder|Urinary Bladder, Overactive|Phase 3|https://www.clinicaltrials.astellas.com/study/?pid=178-CL-101|https://clinicaltrials.gov/ct2/show/NCT01972841|[C2983812]|[mirabegron]
20272|Astellas|A Phase 4, Double-Blind, Randomized, Placebo-Controlled, Parallel Group, Multi-Center, Study to Evaluate the Efficacy, Safety, and Tolerability of Mirabegron in Older Adult Subjects with Overactive Bladder (OAB)|Urinary Bladder, Overactive|Phase 4|https://www.clinicaltrials.astellas.com/study/?pid=178-MA-1005|https://clinicaltrials.gov/ct2/show/NCT02216214|[C2983812]|[mirabegron]
20273|ViiV|An evaluation of bone mineral density in HIV-1-infected adult subjects switching from a tenofovir-containing antiretroviral therapy regimen to a dolutegravir plus rilpivirine regimen|Infection, Human Immunodeficiency Virus|Phase 3|http://www.viiv-clinicalstudyregister.com/study/202094|http://clinicaltrials.gov/show/NCT02478632|[C3253985]|[dolutegravir]
20277|GSK|A 24-week treatment, multi-center, randomized, double-blind, double-dummy, parallel group study to compare Umeclidinium/Vilanterol, Umeclidinium, and Salmeterol in subjects with chronic obstructive pulmonary disease (COPD)|Pulmonary Disease, Chronic Obstructive|Phase 4|https://www.gsk-studyregister.com/en/trial-details/?id=201749|http://clinicaltrials.gov/show/NCT03034915|[C3709474, C2935023]|[umeclidinium bromide, vilanterol]
20278|GSK|An open-label study in healthy male subjects, to determine the excretion balance and pharmacokinetics of [14C]-GSK2269557, administered as a single intravenous microtracer (concomitant with an inhaled non-radiolabelled dose) and a single oral dose|Pulmonary Disease, Chronic Obstructive|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=206764|http://clinicaltrials.gov/show/NCT03315559|[C5197976]|[Nemiralisib]
20279|GSK|A Multicentre, Open-Label, Long-Term, Safety and Tolerability Study of Retigabine Immediate Release (IR) in Adults with Partial-Onset Seizures (Extension of Study RGB113905)|Epilepsy|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=113413|http://clinicaltrials.gov/show/NCT01336621|[C0530684]|[ezogabine]
20280|GSK|A Multicentre, Open-label, Long-term, Safety, Tolerability, and Efficacy Study of Retigabine Immediate-release (IR) in Asian Adults with Partial Onset Seizures (Extension of Study RTG114855)|Epilepsy|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=114873|http://clinicaltrials.gov/show/NCT01777139|[C0530684]|[ezogabine]
20281|GSK|A Phase 2a, Multicenter, Randomized, Adaptive, Open-label, Dose ranging study to evaluate the antiviral effect, safety, tolerability and pharmacokinetics of Cobicistat-boosted GSK2838232 monotherapy over 10 days in HIV-1 infected treatment-naive adults|Infection, Human Immunodeficiency Virus|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=200911|http://clinicaltrials.gov/show/NCT03045861|[C5196507]|[GSK-2838232]
20286|Astellas|A Multicentre, Open-label, Pharmacokinetic Study of Modigraf® (Tacrolimus Granules) in de Novo Paediatric Allograft Recipients|Prevention of rejection after organ transplant|Phase 4|https://www.clinicaltrials.astellas.com/study/?pid=F506-CL-0403|https://clinicaltrials.gov/ct2/show/NCT01371331|[C0085149]|[tacrolimus]
20287|Astellas|Dose Escalation Study Investigating the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics of ASP2215 in Patients With Relapsed or Refractory Acute Myeloid Leukemia|Acute myeloid leukemia|Phase 1|https://www.clinicaltrials.astellas.com/study/?pid=2215-CL-0101|https://clinicaltrials.gov/ct2/show/NCT02014558|[C3896946]|[gilteritinib fumarate]
20288|Astellas|A PHASE 3, DOUBLE-BLIND, RANDOMIZED, MULTI-CENTER, PLACEBO-CONTROLLED SEQUENTIAL DOSE TITRATION STUDY TO ASSESS EFFICACY, SAFETY AND POPULATION PHARMACOKINETICS OF SOLIFENACIN SUCCINATE SUSPENSION IN PEDIATRIC SUBJECTS FROM 5 TO LESS THAN 18 YEARS OF AGE WITH OVERACTIVE BLADDER (OAB)|Urinary Bladder, Overactive|Phase 3|https://www.clinicaltrials.astellas.com/study/?pid=905-CL-076|https://clinicaltrials.gov/ct2/show/NCT01565707|[C1509436]|[solifenacin succinate]
20289|Astellas|A Randomized, Double-blind, Placebo-controlled, Phase 3 Study of OSI-906 in Patients with Locally Advanced or Metastatic Adrenocortical Carcinoma|Adrenocortical carcinoma|Phase 3|https://www.clinicaltrials.astellas.com/study/?pid=OSI-906-301|https://clinicaltrials.gov/ct2/show/NCT00924989|[C2987649]|[Linsitinib]
20290|Astellas|A Randomized, Double-blind, Placebo-controlled, Phase 2 Study to Assess the Efficacy, Safety, and Dose-Response Relationship of ASP1707 in Subjects with Endometriosis Associated Pelvic Pain for 12 Weeks, Followed by a 12-Week Double-blind Extension without Placebo Control, Including a 24-Week Open-Label Leuprorelin Acetate Treatment Group for Bone Mineral Density Assessment|Endometriosis|Phase 2|https://www.clinicaltrials.astellas.com/study/?pid=1707-CL-0011|https://clinicaltrials.gov/ct2/show/NCT01767090|[C5392742]|[ASP1707]
20291|Astellas|A Phase 2, Double-Masked, Randomized, Active Controlled Study to Evaluate the Efficacy and Safety of ASP8232 in Reducing Central Retinal Thickness in Subjects with Diabetic Macular Edema|Diabetic macular edema|Phase 2|https://www.clinicaltrials.astellas.com/study/?pid=8232-CL-3001|https://clinicaltrials.gov/ct2/show/NCT02302079|[C5198358]|[ASP8232]
20294|Astellas|A Phase 2 Open-label, Noncomparative, Multicenter Extension Study to Evaluate the Long-term Safety and Efficacy of ASP015K in Subjects Previously Enrolled in a Phase 2 ASP015K Rheumatoid Arthritis Study|Rheumatoid Arthritis|Phase 2|https://www.clinicaltrials.astellas.com/study/?pid=015K-CL-RA25|https://clinicaltrials.gov/ct2/show/NCT01711814|[C5418498]|[Peficitinib Hydrobromide]
20295|Novartis|β-SPECIFIC 4 Patients: Study of Pediatric EffiCacy and Safety wIth FIrst-line Use of Canakinumab An Open-label Canakinumab (ACZ885) Dose Reduction or Dose Interval Prolongation Efficacy and Safety Study in Patients With Systemic Juvenile Idiopathic Arthritis (SJIA)|Systemic Juvenile Idiopathic Arthritis (SJIA)|Phase 3|https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=17206|https://www.clinicaltrials.gov/ct2/show/NCT02296424?term=CACZ885G2306&draw=2&rank=2|[C2718773]|[canakinumab]
20296|Novartis|A Phase II, Double-blind, Randomized, Multi-center, Adaptive Dose-ranging, Placebo-controlled, Parallel-group Study Evaluating Safety, Tolerability and Efficacy on MRI Lesion Parameters and Determining the Dose Response Curve of BAF312 Given Orally Once Daily in Patients With Relapsing-remitting Multiple Sclerosis|Relapsing-remitting Multiple Sclerosis|Phase 2|https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=6043|https://www.clinicaltrials.gov/ct2/show/NCT879658?term=CBAF312A2201|[C3657824]|[siponimod]
20297|Novartis|Evaluation of Triclabendazole (CGP 23030) in the treatment of chronic human infection with Fasciola hepatica (liver fluke) in Iran.|Fasciolasis|Phase 2|nan|nan|[C0077071]|[triclabendazole]
20298|Novartis|Evaluation of Triclabendazole (CGP 23030) in the treatment of chronic human infection with Fasciola hepatica (liver fluke) in Chile.|Fasciolasis|Phase 2|nan|nan|[C0077071]|[triclabendazole]
20299|Novartis|Evaluation of Triclabendazole (CGP 23030) in the treatment of chronic human infection with Fasciola hepatica (liver fluke) in Cuba.|Fasciolasis|Phase 2|nan|nan|[C0077071]|[triclabendazole]
20300|Novartis|Evaluation of Triclabendazole (CGP 23030) in the treatment of chronic human infection with Fasciola hepatica (liver fluke) in Bolivia.|Fasciolasis|Phase 2|nan|nan|[C0077071]|[triclabendazole]
20301|Novartis|Dose finding trial with postprandial triclabendazole in Bolivian children infected with Fasciola hepatica (liver fluke).|Fasciolasis|Phase 2|nan|nan|[C0077071]|[triclabendazole]
20302|Novartis|Combined clinicopharmacokinetic trial of triclabendazole in Peruvian patients  infected with Fasciola hepatica (liver fluke).|Fasciolasis|Phase 2|nan|nan|[C0077071]|[triclabendazole]
20303|GSK|Effects of Dopaminergic Agonist Treatment on Spinal Cord Excitability in Restless Legs Syndrome|Restless Legs Syndrome|Phase 2|https://www.gsk-studyregister.com/en/trial-details/?id=999910/188|nan|[C0244821]|[ropinirole]
20304|GSK|A single dose study to evaluate the safety, tolerability, pharmacokinetics, and pharmacodynamics of GSK1550188 in Chinese subjects with Systemic Lupus Erythematosus (SLE)|Systemic Lupus Erythematosus|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=200909|http://clinicaltrials.gov/show/NCT02880852|[C1723401]|[belimumab]
20305|GSK|A single centre, open-label, parallel-group, single oral dose study to evaluate the pharmacokinetics, safety and tolerability of Pyrimethamine in healthy Japanese and Caucasian male subjects|Toxoplasmosis|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=204678|http://clinicaltrials.gov/show/NCT03258762|[C0034283]|[pyrimethamine]
20306|GSK|Randomized, open label, 2-way crossover, single dose bioequivalence study of Paroxetine IR tablets manufactured in GSKT and Mississauga sites in healthy Chinese participants under fasting and fed conditions|Anxiety Disorders|Phase 1|https://www.gsk-studyregister.com/en/trial-details/?id=207652|http://clinicaltrials.gov/show/NCT03329573|[C0070122]|[paroxetine]
20307|GSK|BEL114333, a Multicenter, Continuation Study of Belimumab in subjects with Systemic Lupus Erythematosus (SLE) who Completed the Phase III study BEL113750 in Northeast Asia or completed the open-label extension of HGS1006-C1115 in Japan|Systemic Lupus Erythematosus|Phase 3|https://www.gsk-studyregister.com/en/trial-details/?id=114333|http://clinicaltrials.gov/show/NCT01597622|[C1723401]|[belimumab]
20308|Astellas|A Phase 2 Study Determining Safety and Tolerability of Enzalutamide (formerly MDV3100) in Combination with Abiraterone Acetate in Bone Metastatic Castration-Resistant Prostate Cancer Patients|Prostate cancer|Phase 2|https://www.clinicaltrials.astellas.com/study/?pid=9785-CL-0011|https://clinicaltrials.gov/ct2/show/NCT01650194|[C3496793]|[enzalutamide]
20309|Astellas|A Randomized, Double-Blind, Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects who have Received Solifenacin for 4 Weeks and Warrant Additional Relief for their OAB Symptoms|Urinary Bladder, Overactive|Phase 3|https://www.clinicaltrials.astellas.com/study/?pid=905-EC-012|https://clinicaltrials.gov/ct2/show/NCT01908829|[C1509436]|[solifenacin succinate]
20310|Astellas|A Phase 2, Double-Blind, Randomized, Placebo Controlled Study to Evaluate the Efficacy and Safety of ASP8232 as Add-On Therapy to Angiotensin Converting Enzyme inhibitor (ACEi) or Angiotensin Receptor Blocker (ARB) in Reducing Albuminuriain Patients with Type 2 Diabetes and Chronic Kidney Disease|Diabetic kidney disease|Phase 2|https://www.clinicaltrials.astellas.com/study/?pid=8232-CL-0004|https://clinicaltrials.gov/ct2/show/NCT02358096|[C5198358]|[ASP8232]
20311|Astellas|An open-label, phase 1 dose escalation study of oral ASP8273 in subjects with non-small-cell lung cancer (NSCLC) who have epidermal growth factor receptor (EGFR) mutations|Non-small cell lung cancer|Phase 1|https://www.clinicaltrials.astellas.com/study/?pid=8273-CL-0102|https://clinicaltrials.gov/ct2/show/NCT02113813|[C5237985]|[Naquotinib Mesylate]
20312|Astellas|A Phase 4, Double-blind, Randomized, Placebo-controlled, Multicenter Study to Evaluate the Efficacy, Safety and Tolerability of Mirabegron in Men with Overactive Bladder (OAB) Symptoms While Taking the Alpha Blocker Tamsulosin Hydrochloride for Lower Urinary Tract Symptoms (LUTS) due to Benign Prostatic Hyperplasia (BPH)|Urinary Bladder, Overactive|Phase 4|https://www.clinicaltrials.astellas.com/study/?pid=178-MA-1008|https://clinicaltrials.gov/ct2/show/NCT02757768|[C2983812]|[mirabegron]
20313|Astellas|Phase II Study of ASP0456 - A Double-blind, Placebo-controlled, Parallel-group, Comparative Study in Patients With Chronic Constipation (Not Including Constipation Due to Organic Diseases)|Chronic constipation|Phase 2|https://www.clinicaltrials.astellas.com/study/?pid=0456-CL-1021|https://clinicaltrials.gov/ct2/show/NCT02425722|[C2000261]|[linaclotide]
20314|Astellas|Phase 3 Study of ASP0456 - A Double-blind, Placebo-controlled, Parallel-group, Comparative Study and an Open-label, Uncontrolled, Long-term Dosing Study in Patients with Chronic Constipation (Not Including Constipation Due to Organic Diseases) -|Chronic constipation|Phase 3|https://www.clinicaltrials.astellas.com/study/?pid=0456-CL-1031|https://clinicaltrials.gov/ct2/show/NCT02809105|[C2000261]|[linaclotide]
20316|Novartis|Letrozole in the Treatment of Severe and Recurrent Endometriosis|Endometriosis|Phase 2|nan|https://clinicaltrials.gov/ct2/show/study/NCT00240942|[C0246421]|[letrozole]
20317|Novartis|An Extension Study to the CBAF312A2201 study to evaluate long-term safety, tolerability and efficacy of BAF312 given orally once daily in patients with relapsing- remitting multiple sclerosis|Relapsing Remitting Multiple Sclerosis|Phase 2|https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=16747|https://www.clinicaltrials.gov/ct2/show/NCT1185821?term=CBAF312A2201E1&rank=1|[C3657824]|[siponimod]
20318|Novartis|A Phase I/II Study to Assess the Safety and Efficacy of Pazopanib and MK 3475 in Patients With Advanced Renal Cell Carcinoma|Renal cell carcinoma|Phase 1/2|https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=17626|https://www.clinicaltrials.gov/ct2/show/NCT02014636|[C1831796]|[pazopanib]
20319|Novartis|A Randomized, Open-label, Multi-center Phase II Study to Compare Bevacizumab Plus RAD001 Versus Interferon Alfa-2a Plus Bevacizumab for the First-line Treatment of Patients With Metastatic Clear Cell Carcinoma of the Kidney|Renal cell carcinoma|Phase 2|https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=11483|https://www.clinicaltrials.gov/ct2/show/NCT719264?term=CRAD001L2201&rank=1|[C1831796]|[pazopanib]
